Time Step #,Time(s),"Position (North, metres)","Position (East, metres)",Altitude (metres),"Velocity (North, m/s)","Velocity (East, m/s)","Velocity (Up, m/s)","Acceleration (North, m/s2)","Acceleration (East, m/s2)","Acceleration (Up, m/s2)"
2308,115.4,-11922.586,11740.705,4819.694,-55.404,55.415,340.274,1.939,-1.889,-1.579
2309,115.45,-11925.352,11743.471,4802.68,-55.307,55.321,340.194,1.939,-1.889,-1.596
2310,115.5,-11928.112,11746.232,4785.67,-55.21,55.226,340.113,1.939,-1.889,-1.613
2311,115.55,-11930.868,11748.989,4768.665,-55.113,55.132,340.032,1.939,-1.889,-1.63
2312,115.6,-11933.619,11751.74,4751.663,-55.016,55.037,339.949,1.939,-1.89,-1.647
2313,115.65,-11936.365,11754.488,4734.666,-54.919,54.943,339.866,1.939,-1.89,-1.663
2314,115.7,-11939.106,11757.23,4717.672,-54.822,54.848,339.782,1.939,-1.89,-1.68
2315,115.75,-11941.842,11759.968,4700.683,-54.725,54.754,339.697,1.939,-1.89,-1.697
2316,115.8,-11944.573,11762.701,4683.699,-54.628,54.659,339.612,1.939,-1.89,-1.714
2317,115.85,-11947.3,11765.429,4666.718,-54.531,54.565,339.525,1.939,-1.891,-1.73
2318,115.9,-11950.022,11768.152,4649.742,-54.435,54.47,339.438,1.94,-1.891,-1.747
2319,115.95,-11952.739,11770.871,4632.77,-54.338,54.376,339.35,1.94,-1.891,-1.764
2320,116.0,-11955.451,11773.585,4615.802,-54.241,54.281,339.26,1.94,-1.891,-1.78
2321,116.05,-11958.158,11776.295,4598.839,-54.144,54.187,339.171,1.94,-1.891,-1.797
2322,116.1,-11960.86,11778.999,4581.881,-54.047,54.092,339.08,1.94,-1.891,-1.813
2323,116.15,-11963.558,11781.699,4564.927,-53.95,53.998,338.988,1.94,-1.891,-1.83
2324,116.2,-11966.25,11784.394,4547.977,-53.853,53.903,338.896,1.94,-1.891,-1.846
2325,116.25,-11968.938,11787.085,4531.033,-53.756,53.809,338.803,1.94,-1.891,-1.863
2326,116.3,-11971.621,11789.77,4514.092,-53.659,53.714,338.709,1.94,-1.891,-1.879
2327,116.35,-11974.299,11792.451,4497.157,-53.562,53.619,338.614,1.939,-1.892,-1.896
2328,116.4,-11976.972,11795.128,4480.226,-53.465,53.525,338.519,1.939,-1.892,-1.912
2329,116.45,-11979.641,11797.799,4463.3,-53.368,53.43,338.422,1.939,-1.892,-1.928
2330,116.5,-11982.304,11800.466,4446.379,-53.271,53.336,338.325,1.939,-1.892,-1.944
2331,116.55,-11984.963,11803.128,4429.463,-53.174,53.241,338.227,1.939,-1.892,-1.961
2332,116.6,-11987.617,11805.785,4412.552,-53.077,53.146,338.128,1.939,-1.892,-1.977
2333,116.65,-11990.266,11808.438,4395.645,-52.98,53.052,338.029,1.939,-1.892,-1.993
2334,116.7,-11992.91,11811.086,4378.744,-52.883,52.957,337.928,1.939,-1.892,-2.009
2335,116.75,-11995.549,11813.729,4361.847,-52.786,52.863,337.827,1.939,-1.892,-2.025
2336,116.8,-11998.184,11816.367,4344.956,-52.689,52.768,337.725,1.939,-1.891,-2.041
2337,116.85,-12000.813,11819.001,4328.07,-52.592,52.674,337.622,1.938,-1.891,-2.057
2338,116.9,-12003.438,11821.63,4311.189,-52.495,52.579,337.518,1.938,-1.891,-2.073
2339,116.95,-12006.058,11824.254,4294.313,-52.398,52.484,337.414,1.938,-1.891,-2.089
2340,117.0,-12008.673,11826.874,4277.442,-52.301,52.39,337.309,1.938,-1.891,-2.104
2341,117.05,-12011.283,11829.488,4260.577,-52.205,52.295,337.203,1.938,-1.891,-2.12
2342,117.1,-12013.889,11832.098,4243.716,-52.108,52.201,337.096,1.937,-1.891,-2.136
2343,117.15,-12016.489,11834.704,4226.862,-52.011,52.106,336.988,1.937,-1.891,-2.152
2344,117.2,-12019.085,11837.304,4210.012,-51.914,52.012,336.88,1.937,-1.891,-2.167
2345,117.25,-12021.676,11839.9,4193.168,-51.817,51.917,336.771,1.937,-1.891,-2.183
2346,117.3,-12024.262,11842.491,4176.33,-51.72,51.823,336.661,1.936,-1.89,-2.198
2347,117.35,-12026.843,11845.078,4159.497,-51.624,51.728,336.55,1.936,-1.89,-2.214
2348,117.4,-12029.419,11847.659,4142.669,-51.527,51.634,336.439,1.936,-1.89,-2.229
2349,117.45,-12031.991,11850.236,4125.847,-51.43,51.539,336.326,1.936,-1.89,-2.245
2350,117.5,-12034.557,11852.809,4109.031,-51.333,51.445,336.213,1.935,-1.89,-2.26
2351,117.55,-12037.119,11855.376,4092.22,-51.236,51.35,336.1,1.935,-1.889,-2.276
2352,117.6,-12039.676,11857.939,4075.415,-51.14,51.256,335.985,1.935,-1.889,-2.291
2353,117.65,-12042.228,11860.497,4058.616,-51.043,51.161,335.87,1.934,-1.889,-2.306
2354,117.7,-12044.776,11863.05,4041.823,-50.946,51.067,335.754,1.934,-1.889,-2.321
2355,117.75,-12047.318,11865.599,4025.035,-50.85,50.972,335.637,1.934,-1.888,-2.337
2356,117.8,-12049.856,11868.143,4008.253,-50.753,50.878,335.519,1.933,-1.888,-2.352
2357,117.85,-12052.389,11870.682,3991.477,-50.656,50.784,335.401,1.933,-1.888,-2.367
2358,117.9,-12054.917,11873.217,3974.707,-50.56,50.689,335.282,1.932,-1.888,-2.382
2359,117.95,-12057.44,11875.746,3957.943,-50.463,50.595,335.162,1.932,-1.887,-2.397
2360,118.0,-12059.958,11878.271,3941.185,-50.367,50.501,335.041,1.932,-1.887,-2.412
2361,118.05,-12062.472,11880.792,3924.433,-50.27,50.406,334.92,1.931,-1.887,-2.427
2362,118.1,-12064.98,11883.307,3907.687,-50.173,50.312,334.798,1.931,-1.886,-2.441
2363,118.15,-12067.484,11885.818,3890.947,-50.077,50.218,334.675,1.93,-1.886,-2.456
2364,118.2,-12069.983,11888.324,3874.213,-49.98,50.123,334.552,1.93,-1.886,-2.471
2365,118.25,-12072.477,11890.826,3857.485,-49.884,50.029,334.427,1.929,-1.885,-2.486
2366,118.3,-12074.967,11893.322,3840.764,-49.788,49.935,334.302,1.929,-1.885,-2.5
2367,118.35,-12077.451,11895.814,3824.049,-49.691,49.841,334.177,1.928,-1.885,-2.515
2368,118.4,-12079.931,11898.302,3807.34,-49.595,49.746,334.05,1.928,-1.884,-2.529
2369,118.45,-12082.406,11900.784,3790.638,-49.498,49.652,333.923,1.927,-1.884,-2.544
2370,118.5,-12084.876,11903.262,3773.941,-49.402,49.558,333.795,1.927,-1.883,-2.558
2371,118.55,-12087.341,11905.735,3757.252,-49.306,49.464,333.666,1.926,-1.883,-2.573
2372,118.6,-12089.802,11908.204,3740.568,-49.21,49.37,333.538,1.924,-1.88,-2.575
2373,118.65,-12092.257,11910.668,3723.891,-49.114,49.276,333.409,1.92,-1.877,-2.568
2374,118.7,-12094.708,11913.127,3707.221,-49.018,49.182,333.281,1.916,-1.873,-2.561
2375,118.75,-12097.154,11915.581,3690.557,-48.922,49.089,333.153,1.912,-1.869,-2.555
2376,118.8,-12099.596,11918.031,3673.899,-48.827,48.996,333.026,1.909,-1.866,-2.549
2377,118.85,-12102.032,11920.476,3657.248,-48.731,48.902,332.899,1.905,-1.862,-2.542
2378,118.9,-12104.464,11922.917,3640.603,-48.636,48.81,332.772,1.901,-1.858,-2.536
2379,118.95,-12106.891,11925.353,3623.964,-48.542,48.717,332.646,1.897,-1.855,-2.529
2380,119.0,-12109.314,11927.784,3607.332,-48.447,48.624,332.52,1.894,-1.851,-2.523
2381,119.05,-12111.731,11930.21,3590.706,-48.352,48.532,332.394,1.89,-1.847,-2.517
2382,119.1,-12114.144,11932.632,3574.086,-48.258,48.44,332.268,1.886,-1.844,-2.51
2383,119.15,-12116.552,11935.05,3557.473,-48.164,48.348,332.143,1.882,-1.84,-2.504
2384,119.2,-12118.956,11937.463,3540.866,-48.07,48.256,332.018,1.879,-1.837,-2.498
2385,119.25,-12121.355,11939.871,3524.265,-47.976,48.164,331.893,1.875,-1.833,-2.492
2386,119.3,-12123.749,11942.274,3507.67,-47.883,48.073,331.769,1.871,-1.829,-2.485
2387,119.35,-12126.138,11944.673,3491.082,-47.789,47.982,331.645,1.868,-1.826,-2.481
2388,119.4,-12128.523,11947.068,3474.5,-47.696,47.89,331.521,1.864,-1.823,-2.476
2389,119.45,-12130.903,11949.458,3457.924,-47.603,47.799,331.398,1.861,-1.819,-2.472
2390,119.5,-12133.279,11951.843,3441.354,-47.51,47.709,331.274,1.858,-1.816,-2.467
2391,119.55,-12135.65,11954.224,3424.79,-47.417,47.618,331.151,1.854,-1.813,-2.463
2392,119.6,-12138.016,11956.601,3408.232,-47.325,47.528,331.028,1.851,-1.809,-2.458
2393,119.65,-12140.377,11958.973,3391.681,-47.233,47.437,330.906,1.847,-1.806,-2.453
2394,119.7,-12142.734,11961.34,3375.136,-47.14,47.347,330.783,1.844,-1.803,-2.449
2395,119.75,-12145.087,11963.703,3358.596,-47.048,47.257,330.661,1.841,-1.799,-2.445
2396,119.8,-12147.435,11966.061,3342.063,-46.956,47.167,330.539,1.837,-1.796,-2.44
2397,119.85,-12149.778,11968.415,3325.536,-46.865,47.078,330.417,1.834,-1.793,-2.435
2398,119.9,-12152.117,11970.764,3309.016,-46.773,46.988,330.296,1.83,-1.79,-2.431
2399,119.95,-12154.451,11973.109,3292.501,-46.682,46.899,330.174,1.827,-1.786,-2.427
2400,120.0,-12156.78,11975.45,3275.992,-46.591,46.81,330.053,1.824,-1.783,-2.422
2401,120.05,-12159.105,11977.786,3259.489,-46.5,46.721,329.932,1.82,-1.78,-2.418
2402,120.1,-12161.426,11980.117,3242.993,-46.409,46.632,329.812,1.817,-1.777,-2.413
2403,120.15,-12163.741,11982.445,3226.502,-46.318,46.543,329.691,1.814,-1.773,-2.409
2404,120.2,-12166.053,11984.767,3210.018,-46.228,46.455,329.571,1.81,-1.77,-2.404
2405,120.25,-12168.36,11987.086,3193.539,-46.137,46.366,329.451,1.807,-1.767,-2.4
2406,120.3,-12170.662,11989.4,3177.067,-46.047,46.278,329.331,1.804,-1.764,-2.396
2407,120.35,-12172.96,11991.709,3160.6,-45.957,46.19,329.212,1.801,-1.761,-2.391
2408,120.4,-12175.253,11994.014,3144.139,-45.867,46.102,329.092,1.797,-1.757,-2.387
2409,120.45,-12177.542,11996.315,3127.685,-45.777,46.015,328.973,1.794,-1.754,-2.383
2410,120.5,-12179.827,11998.611,3111.236,-45.688,45.927,328.854,1.791,-1.751,-2.378
2411,120.55,-12182.106,12000.903,3094.793,-45.599,45.84,328.736,1.787,-1.748,-2.374
2412,120.6,-12184.382,12003.191,3078.357,-45.509,45.752,328.617,1.784,-1.745,-2.37
2413,120.65,-12186.653,12005.474,3061.926,-45.42,45.665,328.499,1.781,-1.741,-2.365
2414,120.7,-12188.92,12007.753,3045.501,-45.331,45.578,328.381,1.778,-1.738,-2.361
2415,120.75,-12191.182,12010.028,3029.082,-45.243,45.492,328.263,1.774,-1.735,-2.357
2416,120.8,-12193.439,12012.298,3012.669,-45.154,45.405,328.145,1.771,-1.732,-2.353
2417,120.85,-12195.693,12014.564,2996.261,-45.066,45.319,328.028,1.768,-1.729,-2.348
2418,120.9,-12197.942,12016.825,2979.86,-44.977,45.232,327.911,1.765,-1.726,-2.344
2419,120.95,-12200.186,12019.083,2963.464,-44.889,45.146,327.794,1.761,-1.723,-2.34
2420,121.0,-12202.426,12021.336,2947.075,-44.802,45.06,327.677,1.758,-1.719,-2.336
2421,121.05,-12204.662,12023.584,2930.691,-44.714,44.974,327.56,1.755,-1.716,-2.332
2422,121.1,-12206.893,12025.829,2914.313,-44.626,44.889,327.444,1.752,-1.713,-2.327
2423,121.15,-12209.12,12028.069,2897.941,-44.539,44.803,327.328,1.749,-1.71,-2.323
2424,121.2,-12211.343,12030.305,2881.574,-44.451,44.718,327.212,1.745,-1.707,-2.319
2425,121.25,-12213.561,12032.537,2865.214,-44.364,44.633,327.096,1.742,-1.704,-2.315
2426,121.3,-12215.775,12034.764,2848.859,-44.277,44.548,326.981,1.739,-1.701,-2.311
2427,121.35,-12217.984,12036.987,2832.51,-44.191,44.463,326.865,1.736,-1.698,-2.307
2428,121.4,-12220.189,12039.206,2816.167,-44.104,44.378,326.75,1.733,-1.695,-2.302
2429,121.45,-12222.39,12041.421,2799.829,-44.018,44.293,326.635,1.73,-1.691,-2.298
2430,121.5,-12224.587,12043.631,2783.497,-43.931,44.209,326.521,1.726,-1.688,-2.294
2431,121.55,-12226.779,12045.837,2767.171,-43.845,44.125,326.406,1.723,-1.685,-2.29
2432,121.6,-12228.967,12048.039,2750.851,-43.759,44.041,326.292,1.72,-1.682,-2.286
2433,121.65,-12231.151,12050.237,2734.536,-43.673,43.957,326.178,1.717,-1.679,-2.282
2434,121.7,-12233.33,12052.431,2718.228,-43.587,43.873,326.064,1.714,-1.676,-2.276
2435,121.75,-12235.505,12054.62,2701.924,-43.502,43.789,325.95,1.71,-1.673,-2.271
2436,121.8,-12237.676,12056.806,2685.627,-43.417,43.706,325.837,1.707,-1.67,-2.265
2437,121.85,-12239.843,12058.987,2669.335,-43.331,43.622,325.724,1.704,-1.666,-2.26
2438,121.9,-12242.005,12061.164,2653.049,-43.246,43.539,325.611,1.7,-1.663,-2.254
2439,121.95,-12244.163,12063.336,2636.768,-43.162,43.456,325.499,1.697,-1.66,-2.249
2440,122.0,-12246.317,12065.505,2620.493,-43.077,43.373,325.387,1.694,-1.657,-2.244
2441,122.05,-12248.466,12067.67,2604.224,-42.992,43.291,325.275,1.69,-1.653,-2.238
2442,122.1,-12250.612,12069.83,2587.96,-42.908,43.208,325.163,1.687,-1.65,-2.233
2443,122.15,-12252.753,12071.986,2571.702,-42.824,43.126,325.052,1.684,-1.647,-2.227
2444,122.2,-12254.89,12074.139,2555.449,-42.74,43.044,324.941,1.681,-1.644,-2.222
2445,122.25,-12257.023,12076.287,2539.202,-42.656,42.962,324.83,1.677,-1.641,-2.217
2446,122.3,-12259.151,12078.431,2522.961,-42.572,42.88,324.719,1.674,-1.638,-2.211
2447,122.35,-12261.276,12080.571,2506.725,-42.489,42.798,324.609,1.671,-1.634,-2.206
2448,122.4,-12263.396,12082.706,2490.495,-42.405,42.717,324.499,1.668,-1.631,-2.201
2449,122.45,-12265.512,12084.838,2474.27,-42.322,42.635,324.389,1.664,-1.628,-2.196
2450,122.5,-12267.624,12086.966,2458.05,-42.239,42.554,324.28,1.661,-1.625,-2.191
2451,122.55,-12269.732,12089.09,2441.836,-42.156,42.473,324.17,1.658,-1.622,-2.187
2452,122.6,-12271.836,12091.209,2425.628,-42.073,42.392,324.061,1.655,-1.619,-2.183
2453,122.65,-12273.935,12093.325,2409.425,-41.991,42.311,323.952,1.652,-1.616,-2.18
2454,122.7,-12276.031,12095.436,2393.227,-41.908,42.23,323.843,1.649,-1.613,-2.176
2455,122.75,-12278.122,12097.544,2377.035,-41.826,42.15,323.735,1.646,-1.61,-2.172
2456,122.8,-12280.209,12099.647,2360.848,-41.744,42.069,323.626,1.643,-1.608,-2.168
2457,122.85,-12282.292,12101.747,2344.667,-41.662,41.989,323.518,1.64,-1.605,-2.165
2458,122.9,-12284.371,12103.842,2328.491,-41.58,41.909,323.41,1.637,-1.602,-2.161
2459,122.95,-12286.446,12105.934,2312.32,-41.498,41.829,323.302,1.634,-1.599,-2.157
2460,123.0,-12288.517,12108.021,2296.155,-41.417,41.749,323.194,1.631,-1.596,-2.154
2461,123.05,-12290.584,12110.104,2279.996,-41.335,41.67,323.087,1.629,-1.593,-2.15
2462,123.1,-12292.646,12112.184,2263.841,-41.254,41.59,322.98,1.626,-1.59,-2.147
2463,123.15,-12294.705,12114.26,2247.692,-41.173,41.511,322.872,1.623,-1.587,-2.143
2464,123.2,-12296.76,12116.331,2231.549,-41.092,41.432,322.765,1.62,-1.585,-2.139
2465,123.25,-12298.81,12118.399,2215.41,-41.011,41.353,322.659,1.617,-1.582,-2.136
2466,123.3,-12300.857,12120.462,2199.277,-40.93,41.274,322.552,1.614,-1.579,-2.132
2467,123.35,-12302.899,12122.522,2183.15,-40.85,41.195,322.446,1.611,-1.576,-2.128
2468,123.4,-12304.938,12124.578,2167.028,-40.769,41.116,322.339,1.608,-1.573,-2.125
2469,123.45,-12306.972,12126.63,2150.911,-40.689,41.038,322.233,1.605,-1.57,-2.121
2470,123.5,-12309.002,12128.678,2134.799,-40.609,40.959,322.127,1.602,-1.568,-2.118
2471,123.55,-12311.029,12130.722,2118.692,-40.529,40.881,322.022,1.599,-1.565,-2.114
2472,123.6,-12313.051,12132.762,2102.591,-40.449,40.803,321.916,1.596,-1.562,-2.111
2473,123.65,-12315.07,12134.798,2086.496,-40.369,40.725,321.811,1.594,-1.559,-2.107
2474,123.7,-12317.084,12136.831,2070.405,-40.29,40.647,321.706,1.591,-1.556,-2.104
2475,123.75,-12319.095,12138.859,2054.32,-40.21,40.569,321.601,1.588,-1.554,-2.1
2476,123.8,-12321.101,12140.884,2038.24,-40.131,40.492,321.496,1.585,-1.551,-2.097
2477,123.85,-12323.104,12142.904,2022.165,-40.052,40.414,321.391,1.582,-1.548,-2.093
2478,123.9,-12325.103,12144.921,2006.095,-39.973,40.337,321.287,1.579,-1.545,-2.089
2479,123.95,-12327.097,12146.934,1990.031,-39.894,40.26,321.182,1.576,-1.543,-2.086
2480,124.0,-12329.088,12148.943,1973.972,-39.816,40.183,321.078,1.574,-1.54,-2.083
2481,124.05,-12331.075,12150.949,1957.918,-39.737,40.106,320.974,1.571,-1.537,-2.079
2482,124.1,-12333.058,12152.95,1941.869,-39.659,40.03,320.871,1.568,-1.534,-2.076
2483,124.15,-12335.037,12154.948,1925.826,-39.58,39.953,320.767,1.565,-1.531,-2.072
2484,124.2,-12337.012,12156.942,1909.787,-39.502,39.876,320.664,1.562,-1.529,-2.069
2485,124.25,-12338.983,12158.932,1893.754,-39.424,39.8,320.56,1.559,-1.526,-2.065
2486,124.3,-12340.951,12160.918,1877.726,-39.347,39.724,320.457,1.557,-1.523,-2.062
2487,124.35,-12342.914,12162.9,1861.703,-39.269,39.648,320.354,1.554,-1.521,-2.058
2488,124.4,-12344.874,12164.879,1845.686,-39.191,39.572,320.252,1.551,-1.518,-2.055
2489,124.45,-12346.829,12166.854,1829.673,-39.114,39.496,320.149,1.548,-1.515,-2.052
2490,124.5,-12348.781,12168.825,1813.666,-39.037,39.421,320.047,1.545,-1.512,-2.048
2491,124.55,-12350.729,12170.792,1797.663,-38.959,39.345,319.944,1.543,-1.51,-2.045
2492,124.6,-12352.673,12172.755,1781.666,-38.882,39.27,319.842,1.54,-1.507,-2.041
2493,124.65,-12354.614,12174.715,1765.674,-38.806,39.195,319.74,1.537,-1.504,-2.038
2494,124.7,-12356.55,12176.671,1749.687,-38.729,39.12,319.639,1.534,-1.502,-2.035
2495,124.75,-12358.483,12178.623,1733.705,-38.652,39.045,319.537,1.532,-1.499,-2.031
2496,124.8,-12360.411,12180.572,1717.728,-38.576,38.97,319.436,1.529,-1.496,-2.028
2497,124.85,-12362.336,12182.517,1701.756,-38.5,38.895,319.334,1.526,-1.494,-2.024
2498,124.9,-12364.258,12184.458,1685.79,-38.423,38.821,319.233,1.523,-1.491,-2.021
2499,124.95,-12366.175,12186.395,1669.828,-38.347,38.746,319.132,1.521,-1.488,-2.018
2500,125.0,-12368.088,12188.329,1653.871,-38.271,38.672,319.032,1.518,-1.486,-2.015
2501,125.05,-12369.998,12190.259,1637.92,-38.196,38.598,318.931,1.515,-1.483,-2.011
2502,125.1,-12371.904,12192.185,1621.973,-38.12,38.524,318.831,1.512,-1.48,-2.008
2503,125.15,-12373.806,12194.107,1606.032,-38.045,38.45,318.731,1.51,-1.478,-2.005
2504,125.2,-12375.705,12196.026,1590.095,-37.969,38.376,318.63,1.507,-1.475,-2.001
2505,125.25,-12377.6,12197.941,1574.164,-37.894,38.303,318.531,1.504,-1.472,-1.998
2506,125.3,-12379.491,12199.853,1558.237,-37.819,38.229,318.431,1.501,-1.47,-1.995
2507,125.35,-12381.378,12201.76,1542.316,-37.744,38.156,318.331,1.499,-1.467,-1.992
2508,125.4,-12383.261,12203.665,1526.399,-37.669,38.083,318.232,1.496,-1.464,-1.988
2509,125.45,-12385.141,12205.565,1510.487,-37.595,38.009,318.133,1.493,-1.462,-1.985
2510,125.5,-12387.017,12207.462,1494.581,-37.52,37.936,318.034,1.491,-1.459,-1.982
2511,125.55,-12388.889,12209.355,1478.679,-37.446,37.864,317.935,1.488,-1.457,-1.979
2512,125.6,-12390.758,12211.245,1462.782,-37.371,37.791,317.836,1.485,-1.454,-1.975
2513,125.65,-12392.623,12213.13,1446.891,-37.297,37.718,317.737,1.483,-1.451,-1.972
2514,125.7,-12394.484,12215.013,1431.004,-37.223,37.646,317.639,1.48,-1.449,-1.969
2515,125.75,-12396.341,12216.891,1415.122,-37.149,37.574,317.54,1.477,-1.446,-1.966
2516,125.8,-12398.195,12218.767,1399.245,-37.076,37.501,317.442,1.475,-1.444,-1.962
2517,125.85,-12400.045,12220.638,1383.373,-37.002,37.429,317.344,1.472,-1.441,-1.959
2518,125.9,-12401.892,12222.506,1367.505,-36.929,37.358,317.247,1.469,-1.438,-1.956
2519,125.95,-12403.734,12224.37,1351.643,-36.855,37.286,317.149,1.467,-1.436,-1.953
2520,126.0,-12405.574,12226.231,1335.786,-36.782,37.214,317.051,1.464,-1.433,-1.95
2521,126.05,-12407.409,12228.088,1319.933,-36.709,37.143,316.954,1.461,-1.431,-1.947
2522,126.1,-12409.241,12229.942,1304.085,-36.636,37.071,316.857,1.459,-1.428,-1.943
2523,126.15,-12411.069,12231.792,1288.243,-36.563,37.0,316.76,1.456,-1.425,-1.94
2524,126.2,-12412.893,12233.638,1272.405,-36.491,36.929,316.663,1.453,-1.423,-1.935
2525,126.25,-12414.714,12235.481,1256.571,-36.418,36.858,316.567,1.451,-1.42,-1.931
2526,126.3,-12416.532,12237.32,1240.743,-36.346,36.787,316.47,1.448,-1.417,-1.926
2527,126.35,-12418.345,12239.156,1224.92,-36.273,36.716,316.374,1.445,-1.415,-1.922
2528,126.4,-12420.155,12240.988,1209.101,-36.201,36.646,316.278,1.442,-1.412,-1.917
2529,126.45,-12421.962,12242.817,1193.287,-36.129,36.575,316.183,1.439,-1.409,-1.913
2530,126.5,-12423.765,12244.642,1177.478,-36.057,36.505,316.087,1.437,-1.407,-1.908
2531,126.55,-12425.564,12246.464,1161.673,-35.986,36.435,315.992,1.434,-1.404,-1.904
2532,126.6,-12427.36,12248.282,1145.874,-35.914,36.364,315.897,1.431,-1.401,-1.9
2533,126.65,-12429.152,12250.097,1130.079,-35.843,36.295,315.802,1.428,-1.399,-1.895
2534,126.7,-12430.94,12251.908,1114.289,-35.772,36.225,315.708,1.426,-1.396,-1.891
2535,126.75,-12432.725,12253.716,1098.503,-35.7,36.155,315.614,1.423,-1.393,-1.887
2536,126.8,-12434.507,12255.52,1082.723,-35.629,36.086,315.519,1.42,-1.391,-1.882
2537,126.85,-12436.285,12257.321,1066.947,-35.558,36.016,315.425,1.418,-1.388,-1.878
2538,126.9,-12438.059,12259.118,1051.175,-35.488,35.947,315.332,1.415,-1.385,-1.874
2539,126.95,-12439.83,12260.912,1035.409,-35.417,35.878,315.238,1.412,-1.383,-1.87
2540,127.0,-12441.597,12262.703,1019.647,-35.347,35.809,315.145,1.41,-1.38,-1.865
2541,127.05,-12443.361,12264.49,1003.89,-35.276,35.74,315.052,1.407,-1.377,-1.861
2542,127.1,-12445.122,12266.273,988.137,-35.206,35.671,314.959,1.404,-1.375,-1.857
2543,127.15,-12446.878,12268.053,972.389,-35.136,35.603,314.866,1.402,-1.372,-1.854
2544,127.2,-12448.632,12269.83,956.646,-35.066,35.534,314.774,1.399,-1.37,-1.851
2545,127.25,-12450.381,12271.603,940.907,-34.996,35.466,314.681,1.397,-1.367,-1.848
2546,127.3,-12452.128,12273.373,925.173,-34.926,35.397,314.589,1.394,-1.365,-1.845
2547,127.35,-12453.871,12275.14,909.444,-34.857,35.329,314.497,1.392,-1.363,-1.843
2548,127.4,-12455.61,12276.903,893.719,-34.787,35.261,314.405,1.389,-1.36,-1.84
2549,127.45,-12457.346,12278.662,877.999,-34.718,35.193,314.313,1.387,-1.358,-1.837
2550,127.5,-12459.078,12280.419,862.283,-34.649,35.126,314.222,1.384,-1.355,-1.834
2551,127.55,-12460.807,12282.172,846.572,-34.58,35.058,314.13,1.382,-1.353,-1.831
2552,127.6,-12462.533,12283.921,830.865,-34.511,34.99,314.039,1.379,-1.351,-1.829
2553,127.65,-12464.255,12285.667,815.163,-34.442,34.923,313.947,1.377,-1.348,-1.826
2554,127.7,-12465.974,12287.41,799.466,-34.373,34.856,313.856,1.374,-1.346,-1.823
2555,127.75,-12467.689,12289.15,783.773,-34.305,34.789,313.765,1.372,-1.343,-1.82
2556,127.8,-12469.401,12290.886,768.085,-34.236,34.722,313.674,1.369,-1.341,-1.818
2557,127.85,-12471.109,12292.618,752.401,-34.168,34.655,313.583,1.367,-1.339,-1.815
2558,127.9,-12472.814,12294.348,736.722,-34.1,34.588,313.493,1.365,-1.336,-1.812
2559,127.95,-12474.516,12296.074,721.047,-34.032,34.521,313.402,1.362,-1.334,-1.809
2560,128.0,-12476.214,12297.796,705.377,-33.964,34.454,313.312,1.36,-1.332,-1.807
2561,128.05,-12477.909,12299.516,689.712,-33.896,34.388,313.222,1.357,-1.329,-1.804
2562,128.1,-12479.6,12301.232,674.051,-33.828,34.322,313.132,1.355,-1.327,-1.801
2563,128.15,-12481.288,12302.945,658.394,-33.76,34.255,313.042,1.352,-1.325,-1.798
2564,128.2,-12482.973,12304.654,642.742,-33.693,34.189,312.952,1.35,-1.322,-1.796
2565,128.25,-12484.654,12306.36,627.094,-33.625,34.123,312.862,1.348,-1.32,-1.793
2566,128.3,-12486.332,12308.063,611.451,-33.558,34.057,312.773,1.345,-1.317,-1.79
2567,128.35,-12488.006,12309.763,595.813,-33.491,33.992,312.684,1.343,-1.315,-1.788
2568,128.4,-12489.678,12311.459,580.178,-33.424,33.926,312.594,1.34,-1.313,-1.785
